SNF2.1	SNF2.10	SNF2.11	SNF2.12	SNF2.13	SNF2.14	SNF2.15	SNF2.16	SNF2.17	SNF2.18	SNF2.19	SNF2.2	SNF2.20	SNF2.21	SNF2.22	SNF2.23	SNF2.24	SNF2.25	SNF2.26	SNF2.27	SNF2.28	SNF2.29	SNF2.3	SNF2.30	SNF2.31	SNF2.32	SNF2.33	SNF2.34	SNF2.35	SNF2.36	SNF2.37	SNF2.38	SNF2.39	SNF2.4	SNF2.40	SNF2.41	SNF2.42	SNF2.43	SNF2.44	SNF2.45	SNF2.46	SNF2.47	SNF2.48	SNF2.5	SNF2.6	SNF2.7	SNF2.8	SNF2.9	WT.1	WT.10	WT.11	WT.12	WT.13	WT.14	WT.15	WT.16	WT.17	WT.18	WT.19	WT.2	WT.20	WT.21	WT.22	WT.23	WT.24	WT.25	WT.26	WT.27	WT.28	WT.29	WT.3	WT.30	WT.31	WT.32	WT.33	WT.34	WT.35	WT.36	WT.37	WT.38	WT.39	WT.4	WT.40	WT.41	WT.42	WT.43	WT.44	WT.45	WT.46	WT.47	WT.48	WT.5	WT.6	WT.7	WT.8	WT.9
YNL155W	776	557	654	457	726	637	415	611	737	547	487	569	497	689	506	577	950	422	616	476	523	639	570	492	376	724	805	601	527	503	582	502	1145	744	566	623	471	651	629	571	660	696	575	509	845	911	432	682	252	388	300	298	444	567	349	204	436	413	467	451	285	654	652	345	404	481	496	467	534	361	422	523	323	328	376	305	313	291	317	298	299	577	632	430	409	386	275	437	308	567	399	376	690	387	424	367
YNL156C	865	582	611	543	602	743	501	748	825	665	617	653	667	707	535	656	1008	431	834	437	530	702	664	559	422	760	921	579	447	520	642	534	1078	875	644	687	483	712	808	588	686	783	595	540	579	1086	526	751	259	390	270	348	457	624	351	233	423	442	419	383	300	365	575	370	404	394	444	421	409	376	441	653	396	334	396	340	334	322	379	301	300	572	632	424	373	417	246	411	267	521	408	341	731	356	394	355
YNL157W	958	654	936	720	1205	801	763	948	1022	685	635	732	837	763	645	616	1028	906	965	584	689	798	788	644	630	858	1066	821	850	812	720	829	1393	1015	819	969	582	1016	900	734	806	902	808	630	1262	1106	727	901	388	563	602	582	678	770	608	368	691	619	715	662	497	1104	1181	536	520	1040	672	705	1052	638	561	720	590	558	703	879	474	765	681	474	476	897	912	677	557	602	593	700	396	860	682	620	1090	554	679	653
YNL158W	262	136	231	181	295	171	171	186	211	186	187	176	189	193	169	138	184	163	231	156	180	190	177	166	177	245	243	202	187	174	178	184	333	230	196	244	155	208	197	172	166	208	178	157	276	252	198	230	104	161	163	168	175	215	138	109	173	153	198	175	119	276	338	154	152	312	162	170	309	185	123	211	154	104	208	74	124	87	184	144	175	206	232	220	125	124	130	215	110	232	133	169	287	178	189	197
YNL159C	419	225	376	277	493	353	278	304	368	390	260	354	294	328	276	308	465	257	444	256	308	365	290	235	218	437	424	313	305	284	318	279	593	448	329	392	270	370	369	297	351	376	329	262	748	574	297	358	197	269	205	196	281	362	226	142	278	252	266	235	180	516	406	230	214	373	271	252	343	192	231	508	219	206	236	216	198	179	229	171	164	363	441	267	227	245	180	253	208	321	272	184	442	234	271	245
YNL160W	263	112	206	154	283	190	220	230	248	175	199	179	234	176	143	153	263	201	274	126	190	201	166	135	176	230	267	152	156	193	178	177	365	257	190	244	147	219	205	155	172	206	155	157	354	287	214	213	772	604	862	715	734	1384	977	484	1197	755	1284	715	969	1471	1088	600	707	1084	974	751	1057	768	740	2082	731	921	794	602	530	499	973	1086	813	1512	1293	700	697	1464	1083	953	589	928	1199	660	1238	950	893	921
YNL161W	700	470	614	469	825	721	510	730	624	637	533	594	654	643	444	547	809	516	692	413	512	513	564	533	531	641	856	611	495	498	624	507	1093	732	605	646	488	533	683	508	591	616	498	452	1459	986	512	678	299	510	311	449	541	490	396	301	446	474	430	394	310	727	823	479	475	826	499	580	725	478	317	680	519	318	540	196	408	237	491	327	406	489	647	573	404	315	347	731	307	656	392	440	916	497	530	498
YNL162W	3908	3963	5135	3250	1097	3472	4548	3731	4778	3068	2796	3582	3804	3739	3121	2646	6217	3910	3846	2890	3280	3171	3384	3111	3439	3985	4424	4081	1892	4140	2974	4232	5799	4071	3349	4045	2747	4155	3426	3899	3706	3650	3302	3045	541	3997	3690	4513	2377	3274	3794	4295	3963	3731	3630	2780	2276	3212	4388	3763	2715	1202	2794	3186	3758	1677	3888	4488	1683	4257	2879	3861	3548	3443	5206	6701	2289	5848	4473	3708	3614	4710	4585	4688	3187	2676	3684	5535	2257	5527	3503	4306	5466	3630	4427	4052
YNL162W-A	9	6	1	3	6	7	6	10	10	6	4	9	7	11	6	9	10	2	8	7	8	3	4	10	6	15	7	9	12	6	6	7	12	7	6	9	9	9	8	0	5	9	6	11	17	6	8	7	5	12	8	8	9	12	5	3	4	4	5	15	7	6	26	17	13	27	10	17	17	29	10	16	15	3	8	11	12	18	8	2	5	8	10	16	8	7	4	19	4	13	4	14	20	11	7	8
YNL163C	409	500	479	328	354	518	324	436	427	403	253	429	403	525	323	412	710	319	384	415	346	356	416	366	299	451	648	419	379	404	485	409	685	470	384	353	336	404	388	394	500	420	368	296	357	592	330	563	220	533	251	464	556	383	287	252	370	427	308	444	221	315	677	427	425	519	408	612	542	417	257	500	489	200	434	280	439	304	379	232	344	397	506	573	309	233	267	627	219	655	276	386	926	420	374	394
YNL164C	118	97	125	81	124	117	141	135	132	99	90	98	109	128	99	99	164	114	136	89	92	101	95	108	100	148	153	119	102	111	108	125	176	131	95	159	84	136	105	112	132	125	130	95	232	134	127	130	54	85	62	97	100	81	68	79	63	74	69	107	47	84	165	103	100	135	86	97	130	98	72	113	80	64	130	89	58	110	64	65	79	95	90	110	64	67	52	123	45	125	82	118	163	86	68	86
YNL165W	213	128	190	157	245	196	164	202	208	176	137	197	218	203	147	152	247	192	231	149	156	183	148	136	184	219	226	190	162	160	184	142	327	255	184	255	163	193	199	167	166	211	159	162	232	260	180	188	127	131	127	163	150	221	145	87	174	155	179	141	120	181	210	130	122	188	185	184	143	133	124	230	138	123	149	134	88	142	157	145	135	200	223	157	126	159	147	146	117	207	164	150	242	145	159	142
YNL166C	391	338	349	294	421	433	216	391	341	346	275	307	286	384	245	306	516	236	384	255	251	309	332	331	252	391	560	417	286	298	397	300	701	448	315	369	236	350	330	304	372	418	342	287	604	579	282	380	200	348	184	277	339	328	215	187	245	293	282	316	187	424	548	326	298	496	285	406	496	321	226	463	360	165	330	270	279	243	254	220	247	321	366	404	260	203	187	459	203	419	242	310	635	291	303	337
YNL167C	738	399	721	524	1121	647	460	797	691	629	509	560	640	652	500	611	799	454	768	450	558	615	560	548	477	720	945	624	673	486	627	576	1159	832	647	678	450	641	793	561	636	714	518	430	1228	1168	512	703	278	479	305	420	552	572	422	256	621	510	477	472	343	960	963	462	495	847	469	542	815	450	351	734	477	357	497	365	455	328	437	316	386	653	692	605	402	404	351	572	316	647	492	474	971	420	450	425
YNL168C	446	261	453	301	447	347	370	342	462	281	297	426	343	305	267	262	487	433	495	256	341	350	328	257	336	406	367	275	270	399	286	349	591	421	327	452	278	417	332	290	327	329	319	325	818	465	359	362	262	234	310	257	323	419	322	219	285	297	369	258	286	545	446	248	240	498	350	320	372	281	237	417	291	318	330	408	213	331	429	309	207	474	468	296	258	334	378	419	239	431	349	229	420	276	398	339
YNL169C	620	483	477	414	659	597	322	504	519	471	435	483	402	503	308	474	743	336	580	285	364	483	485	413	362	504	716	511	363	359	434	340	816	656	470	480	372	510	534	409	470	551	437	392	971	767	368	489	293	384	226	348	489	591	354	247	400	367	413	421	318	607	703	375	492	691	392	476	590	394	356	583	406	304	444	401	368	387	347	306	292	561	577	482	374	350	286	512	286	527	411	379	824	414	385	352
YNL172W	279	200	229	201	285	302	152	224	212	247	200	241	236	271	170	217	389	174	257	159	161	212	237	204	178	239	299	233	176	170	245	202	410	308	256	233	180	230	240	189	254	252	170	171	264	437	170	270	137	201	94	165	210	248	179	112	197	201	167	186	128	223	299	205	194	252	192	246	246	159	150	278	223	126	186	88	163	78	155	126	169	222	315	203	150	159	139	227	121	246	164	169	367	195	180	172
YNL173C	1828	1090	1035	1212	1688	1644	805	1379	1261	1399	1132	1142	1215	1294	851	1106	1929	961	1543	793	965	1306	1198	1032	897	1401	1980	1238	1039	841	1309	898	2378	1826	1325	1520	923	1279	1670	937	1129	1524	1049	872	1877	2204	1093	1110	753	995	703	812	1144	1436	881	583	1194	1012	1046	968	711	1334	1650	953	882	1331	1151	1010	1384	904	1025	1791	1021	818	993	1090	801	814	1086	814	724	1357	1712	1045	1008	964	702	1103	745	1286	983	874	1715	998	1020	1159
YNL175C	310	371	339	268	185	388	222	413	358	349	248	261	366	408	228	306	519	239	286	316	240	207	286	337	259	280	590	406	220	304	361	315	596	386	305	341	231	306	299	304	388	401	312	198	208	423	279	413	250	653	236	526	699	383	352	370	266	502	371	513	272	206	729	586	656	536	494	791	582	625	284	476	676	233	685	485	542	679	483	257	396	455	520	873	489	223	271	907	233	868	305	642	1191	555	491	455
YNL176C	864	270	593	480	1078	590	620	867	612	639	606	625	781	443	393	426	537	800	771	345	548	515	498	488	668	656	794	556	474	454	570	486	1116	790	633	861	425	555	669	443	458	670	363	396	2166	955	704	532	382	511	554	566	553	638	399	388	560	488	596	582	378	1214	921	483	558	1146	603	562	973	620	453	597	538	387	663	176	465	243	746	553	487	574	751	618	461	356	628	813	363	846	494	565	966	551	716	657
YNL177C	624	464	545	494	612	526	383	531	548	498	431	481	497	567	362	471	791	439	606	408	422	555	497	471	377	620	692	516	422	424	516	446	913	709	545	606	418	538	597	457	555	599	482	407	687	791	414	588	296	447	292	376	505	582	427	259	434	382	472	449	317	510	694	378	414	574	495	498	590	365	404	659	421	326	429	509	356	487	367	328	302	529	675	456	382	382	326	515	317	635	416	411	841	440	465	370
YNL178W	9832	10809	11033	8674	2062	10653	8067	9301	10536	8943	6949	8882	9670	10469	6639	7473	17252	7494	9514	7248	7434	7290	9394	7645	7113	9020	12369	9626	3431	9462	8302	8890	15178	11240	8578	9400	7160	9094	8915	8141	9426	8859	7391	6866	1571	11881	7862	11558	5996	9184	6807	9880	10844	9178	8765	6509	4890	8872	9067	9389	6076	2679	5699	9433	9866	3172	10117	12058	3098	9691	7032	10414	9455	6330	11933	14939	7346	14129	11840	6961	8686	10938	12214	12815	8477	6681	7496	13600	5557	14778	8572	9445	17168	10397	11062	8707
YNL180C	814	419	619	566	1277	715	415	721	717	676	573	553	577	600	473	582	787	411	829	452	542	637	551	602	509	752	953	669	738	487	693	515	1205	943	701	688	436	696	871	551	639	773	515	483	1377	1149	483	699	286	522	332	452	550	663	402	330	542	504	500	552	310	1055	1159	527	584	1166	521	614	997	574	484	793	484	386	536	263	471	417	479	312	324	610	739	707	536	455	251	608	356	728	478	538	993	451	484	498
YNL181W	342	359	295	253	254	339	186	290	325	278	216	296	284	369	224	316	527	168	286	266	226	251	312	261	179	367	429	311	208	215	326	243	480	383	237	265	227	287	320	246	346	297	253	226	237	467	209	315	173	277	159	207	301	310	214	155	207	247	265	237	170	220	357	271	233	269	234	327	214	220	185	366	265	178	244	252	224	245	213	178	218	316	342	309	230	203	162	287	146	366	240	246	532	288	244	250
YNL182C	135	108	154	115	136	150	85	217	155	142	90	116	168	131	123	97	174	125	165	128	114	95	110	140	130	125	243	174	141	134	151	140	215	135	134	165	108	138	172	130	155	157	113	110	115	140	142	172	127	285	147	316	290	160	141	215	147	201	210	306	112	146	501	285	357	388	215	373	415	337	146	226	319	105	389	163	218	290	242	116	238	209	232	410	178	106	153	428	111	419	150	355	598	286	231	258
YNL183C	477	264	315	263	613	454	253	378	348	348	323	327	346	315	237	296	428	326	479	224	250	333	321	301	253	359	469	329	231	246	344	263	653	486	306	389	253	346	418	257	327	407	239	252	956	644	314	309	215	265	195	244	318	420	281	165	338	290	289	293	230	654	494	259	278	449	301	310	489	289	254	416	235	200	277	172	236	173	302	230	198	358	450	309	266	250	207	360	226	389	254	247	466	261	294	259
YNL184C	30	9	51	24	109	15	15	19	20	17	21	17	19	11	21	18	17	32	31	10	15	23	14	24	28	23	30	32	57	20	16	27	42	25	25	28	12	21	22	24	16	25	25	16	147	29	30	39	15	18	34	43	22	30	25	15	35	22	32	32	22	158	85	17	20	140	36	20	143	24	32	23	19	28	36	28	16	18	33	20	40	27	27	37	20	18	17	15	17	23	22	24	34	17	33	36
YNL185C	232	116	173	162	129	194	155	198	195	142	158	170	180	130	125	125	207	199	237	133	143	170	150	132	166	164	249	177	157	173	175	137	304	251	175	266	123	208	196	140	157	201	141	138	93	268	187	154	126	151	158	134	178	208	156	98	167	147	193	187	137	114	198	147	170	164	213	185	158	165	147	223	145	130	196	350	111	236	180	151	127	190	245	178	157	148	175	226	98	263	174	153	311	175	230	173
YNL186W	334	269	309	216	382	352	216	452	280	314	221	223	290	350	231	261	394	183	337	293	227	245	256	272	191	283	444	319	269	223	301	267	462	308	289	294	230	273	331	270	311	326	301	226	341	432	230	353	173	490	221	483	566	329	271	275	313	413	323	552	172	416	876	514	587	763	322	641	742	540	283	470	545	180	565	170	417	307	382	165	358	351	371	644	339	224	211	681	208	666	266	509	1078	490	359	366
YNL187W	76	74	98	71	102	86	100	92	123	77	67	105	102	82	87	65	125	123	127	77	116	87	69	63	105	111	86	64	83	104	80	89	160	103	80	127	78	137	91	66	89	86	82	81	217	91	105	95	67	76	97	73	81	75	63	58	97	73	81	79	85	143	120	71	98	132	96	100	110	76	51	82	69	57	85	36	58	57	117	87	72	91	93	116	43	53	114	118	62	113	89	61	123	86	111	82
YNL188W	344	257	304	207	567	308	185	346	321	260	224	235	230	287	218	265	370	150	342	216	216	302	282	255	161	342	430	328	354	202	335	222	512	407	326	261	203	338	365	287	316	377	244	219	779	491	209	337	75	167	78	110	186	173	121	86	180	113	133	173	75	319	405	174	171	402	137	164	402	184	168	200	163	104	164	127	148	142	103	65	86	168	199	183	136	108	67	188	86	220	126	173	362	155	103	134
YNL189W	904	776	774	668	631	983	423	743	797	718	549	673	652	833	550	695	1310	406	777	586	588	661	766	565	426	748	1011	802	417	565	726	555	1259	1041	661	663	541	709	775	578	874	827	627	519	816	1166	565	921	472	773	360	614	919	883	592	418	564	713	644	739	466	770	924	739	739	839	701	866	817	650	586	981	823	406	770	594	685	633	581	402	599	780	974	879	620	559	455	960	467	1033	580	678	1405	787	634	643
YNL190W	1466	1025	1555	1025	3405	1267	1510	1570	1669	1105	1067	1247	1259	1467	1111	1094	1949	1280	1413	1040	1303	1218	1271	994	1159	1476	1812	1263	1613	1247	1132	1261	2085	1456	1193	1454	997	1421	1264	1261	1385	1311	1139	1034	3983	1840	1283	1622	858	1206	1085	1319	1284	1340	1108	878	1464	1083	1495	1308	930	4047	2962	1087	1349	4744	1228	1441	3610	1293	952	1562	1275	961	1423	896	1040	954	1790	1124	1245	1662	1501	1541	1011	944	1084	1919	817	1644	1295	1345	2287	1294	1323	1321
YNL191W	242	160	233	153	299	201	186	238	251	153	179	173	196	179	138	141	260	178	217	149	155	155	163	182	178	202	275	240	205	192	170	189	328	238	178	205	142	211	188	193	185	199	172	171	383	227	180	245	95	135	86	122	141	149	118	76	105	98	124	130	80	212	217	108	171	271	138	141	196	147	81	227	136	91	210	104	99	120	140	91	122	135	160	177	97	127	108	205	64	186	99	159	250	118	136	102
YNL192W	2464	2443	2540	1520	1945	2389	1599	2321	2387	2129	1467	2191	1819	3160	2181	2465	4045	1175	2055	2269	2293	2236	2516	1650	1174	2820	2941	1811	2088	1962	2127	2123	3577	2669	1807	1840	1778	2354	2240	2079	3108	2078	2443	1557	1896	3359	1547	3009	1096	1894	902	1524	2076	2111	1342	783	2171	2133	1891	1625	1108	1766	2207	1536	1382	1627	1656	2210	1735	1247	1238	2642	1893	1100	1386	1081	1581	819	1204	939	1410	2595	2809	2123	1414	1679	1243	1862	1104	2303	2123	1286	3195	2131	1453	1597
YNL193W	443	327	358	311	462	432	285	362	373	360	284	296	352	351	292	327	533	272	407	251	284	338	351	296	261	356	491	319	318	305	314	293	593	485	366	346	279	352	413	262	353	377	317	269	406	574	292	403	139	192	107	178	222	214	166	103	225	193	154	213	97	246	308	163	147	243	215	218	210	161	161	262	195	128	184	169	166	193	186	118	154	254	276	211	193	151	131	225	152	265	169	164	366	208	182	179
YNL194C	62	33	43	50	83	69	37	47	38	45	37	57	38	54	29	40	84	55	61	35	52	54	35	44	27	68	62	41	40	38	46	43	74	68	35	59	34	61	61	36	44	59	51	37	116	90	35	57	54	39	88	39	64	108	69	22	135	64	64	43	49	136	98	42	32	60	100	54	64	43	65	124	44	66	35	46	36	25	95	74	32	111	168	50	72	103	58	48	45	71	73	30	64	45	117	57
YNL195C	123	61	91	87	82	100	121	94	124	89	81	99	105	90	67	64	116	126	138	68	82	96	62	78	93	100	93	87	75	101	76	75	155	123	101	146	65	103	100	79	93	98	65	82	73	142	91	79	59	47	107	49	51	104	74	39	79	57	98	49	63	68	64	48	44	51	87	51	46	54	60	110	45	63	51	88	24	48	129	98	37	100	135	38	59	71	100	73	53	77	76	36	72	41	119	57
YNL196C	101	54	96	78	56	112	81	102	94	86	76	88	99	80	60	63	111	108	103	46	71	81	78	57	68	99	91	75	41	76	71	70	110	111	74	122	52	79	93	71	69	118	65	64	48	137	84	73	43	37	73	40	40	63	52	39	47	63	59	47	44	27	45	42	42	25	59	43	32	61	38	58	42	64	45	104	48	51	83	52	45	69	68	42	38	32	49	52	33	69	45	50	73	40	55	60
YNL197C	728	293	494	369	1492	578	475	655	530	534	514	549	635	434	385	395	503	548	632	388	451	437	451	483	523	554	680	513	440	380	470	429	1049	708	531	635	398	485	585	404	434	543	344	415	2980	907	571	534	352	620	443	498	567	587	375	354	561	527	582	599	387	1691	1227	591	594	1453	616	601	1273	616	383	725	640	312	601	107	469	142	664	410	448	606	762	628	493	355	464	783	352	813	520	508	1075	535	664	590
YNL199C	507	311	407	344	746	496	317	508	450	445	319	416	444	428	331	352	588	371	512	301	385	349	388	317	351	404	647	385	387	309	378	350	695	537	374	508	306	385	470	310	376	433	301	290	930	662	378	448	244	428	285	392	417	378	325	277	314	394	396	462	255	675	779	402	467	899	385	528	788	454	282	490	457	241	493	361	376	350	405	276	334	433	492	489	325	270	307	610	240	602	359	445	821	387	441	433
YNL200C	505	350	414	325	627	449	409	435	526	407	389	431	409	405	360	352	625	397	549	310	488	462	411	330	380	500	436	318	426	377	368	338	696	556	399	582	356	506	532	412	427	447	403	417	730	636	380	406	203	215	215	204	265	416	227	139	411	221	333	225	262	480	384	183	201	321	265	216	337	219	261	407	183	250	254	219	174	208	324	293	170	390	396	228	214	320	244	274	204	293	318	186	344	219	294	294
YNL201C	285	236	238	198	220	276	133	255	219	251	144	219	223	266	164	219	356	102	244	181	169	207	195	194	135	257	340	230	186	194	242	171	411	255	214	215	135	237	242	199	260	259	206	129	204	321	178	295	103	230	118	229	264	207	151	126	160	233	151	203	91	182	318	258	227	239	204	277	244	221	148	226	261	94	250	149	193	174	159	89	160	201	251	259	204	131	101	308	122	324	136	248	486	187	192	149
YNL202W	90	55	74	56	127	93	54	84	66	81	43	83	84	74	57	50	77	66	87	49	57	55	46	65	51	64	100	66	58	60	71	47	138	78	74	90	51	69	97	51	54	87	56	43	171	106	53	65	33	66	40	42	65	64	42	32	51	61	59	62	26	77	123	61	52	125	78	71	119	53	58	57	72	26	64	41	48	27	61	32	34	56	81	75	55	33	38	81	39	75	47	50	79	43	69	47
YNL204C	111	100	66	71	138	77	44	85	109	83	51	50	74	97	69	61	124	58	66	77	53	74	73	73	47	84	137	88	96	65	92	87	119	110	87	76	48	99	129	68	103	95	72	65	212	118	60	96	28	58	25	58	48	39	27	46	23	42	37	54	16	71	136	52	55	127	50	91	124	51	43	46	56	19	72	46	74	62	36	17	29	37	49	68	48	15	20	64	39	84	31	67	136	40	44	54
YNL206C	542	537	501	393	433	567	336	514	536	477	362	476	453	533	336	437	758	351	483	365	432	432	475	429	312	518	719	579	433	410	488	411	790	628	486	469	357	517	474	398	507	487	381	336	349	798	384	516	184	298	199	278	364	368	252	175	293	311	284	323	187	230	529	363	362	370	338	400	380	313	240	445	326	213	336	282	255	304	252	205	242	329	390	397	320	205	202	428	169	452	301	305	692	267	327	272
YNL207W	287	270	279	235	382	337	146	307	267	260	189	251	267	319	215	245	451	138	248	218	214	205	267	239	167	263	413	277	243	223	288	215	448	339	250	251	191	263	276	214	283	297	262	202	771	359	186	337	128	292	101	258	315	228	155	151	203	262	203	303	110	488	534	307	304	519	260	345	439	279	157	275	356	104	286	249	228	287	201	105	211	222	255	389	266	137	138	410	120	392	184	294	560	292	239	238
YNL208W	5206	4660	5835	3402	2190	4422	6711	4384	6580	4204	4172	5449	5055	5159	4090	3689	7935	6483	5826	3996	5170	4405	5445	3303	5296	5612	5721	4409	3183	6771	3597	5291	8531	5405	4340	6586	4384	6343	4243	4833	4623	3953	4280	4524	2725	6443	5281	4938	4855	3085	4978	3417	3665	6033	4569	2782	3900	3380	7165	2834	4561	2407	2682	2860	2505	2230	4773	3823	2156	3184	3136	8640	3715	4949	3628	5162	2280	3682	6837	6285	3825	6630	7531	3589	3331	4567	6787	4888	3061	5045	5259	2885	5203	4608	5868	5430
YNL209W	10714	10947	10459	7666	3408	10622	9389	9469	10902	8817	7638	9348	9673	11241	7020	7035	17347	9233	9605	7332	8261	7139	9792	7580	8605	9461	12894	9565	4965	9709	8406	8693	15394	10335	8260	10232	7282	9842	8505	8212	9441	8663	7432	6932	2532	12505	9091	10448	7802	10961	8243	10924	12457	10786	9105	8661	6843	9824	11888	10196	7731	3690	9667	10623	11177	6191	11094	13602	6142	11405	7143	11858	12902	7340	14519	10175	9333	10985	14583	9074	10622	12332	13803	14287	8627	6723	10603	18051	6807	16463	9607	11405	20429	13317	13015	12437
YNL210W	16	24	30	18	26	20	12	28	35	20	12	15	10	27	22	25	50	10	16	11	14	29	8	20	11	25	21	20	25	11	11	15	42	36	14	18	14	17	22	22	35	16	24	13	16	24	16	29	8	20	7	21	18	27	13	9	18	27	14	25	9	22	30	22	25	23	12	34	21	17	27	33	20	11	13	13	9	15	7	4	13	23	21	20	17	20	3	15	15	29	18	18	43	16	10	14
YNL211C	36	29	38	41	43	32	15	36	49	27	17	22	16	25	40	35	40	10	45	23	29	35	29	35	12	33	34	19	34	14	26	27	33	42	36	27	10	36	40	33	27	33	30	20	56	35	27	45	7	22	13	26	43	42	33	17	24	22	26	41	18	53	75	34	44	50	23	34	60	30	34	35	33	28	39	33	33	42	24	11	15	36	36	45	38	30	8	41	21	40	35	45	67	25	14	28
YNL212W	630	485	525	414	404	663	340	540	542	498	420	481	492	603	346	535	823	347	567	387	443	493	524	487	332	577	718	541	380	353	519	460	946	728	487	472	417	460	598	412	597	602	448	384	330	819	388	649	223	418	269	308	434	506	334	211	380	447	358	341	243	255	465	376	350	299	419	439	341	338	328	631	423	272	416	292	380	234	271	255	302	440	569	430	376	341	267	477	254	515	333	318	775	383	376	343
YNL213C	226	155	178	168	184	205	94	222	197	180	138	149	147	186	121	166	254	90	236	125	116	180	131	163	92	200	276	197	178	116	154	120	267	223	168	157	103	189	200	141	174	245	165	118	175	297	123	160	70	139	61	113	124	196	101	96	170	114	121	154	98	178	346	132	189	207	138	160	235	147	158	178	141	91	162	158	96	164	93	74	86	171	170	174	131	114	59	139	111	180	118	150	280	111	101	118
YNL214W	107	78	110	103	155	106	84	135	122	71	85	91	112	122	91	98	185	61	116	79	80	123	98	71	71	123	149	108	87	84	117	101	188	147	92	105	74	98	141	86	113	108	91	86	175	151	86	144	39	68	50	53	76	98	62	35	72	77	68	68	40	92	104	69	77	95	85	71	99	73	58	99	59	47	75	106	60	74	58	44	61	109	102	79	65	53	46	85	63	103	66	66	119	69	54	70
YNL215W	776	714	754	698	967	840	559	675	790	757	528	716	770	827	538	709	1036	644	773	529	613	634	725	606	503	806	1123	791	601	673	631	688	1321	1036	743	781	537	747	731	564	692	687	659	534	2020	1143	537	785	349	548	418	450	526	580	436	244	427	437	511	424	343	632	698	451	397	723	549	596	608	378	397	829	498	352	505	535	401	432	549	373	405	582	710	523	446	424	414	681	313	613	424	431	902	453	503	540
